GPS,Latitude,Longitude,Speed,RPM,Date,Time
GPS1,48.783294,11.476305,1.265533,2700,14-4-2023,11:45:49
GPS3,48.783298,11.476285,2.026911,2700,14-4-2023,11:45:49
GPS2,48.783260,11.476273,1.563911,2700,14-4-2023,11:45:53
GPS1,48.783294,11.476305,1.265533,2700,14-4-2023,11:45:49
GPS2,48.783252,11.476299,2.119511,2430,14-4-2023,11:45:54
GPS3,48.783294,11.476312,2.057778,2430,14-4-2023,11:45:50
GPS1,48.783283,11.476332,1.738822,2430,14-4-2023,11:45:50
GPS2,48.783252,11.476299,2.119511,2430,14-4-2023,11:45:54
GPS3,48.783294,11.476312,2.057778,2430,14-4-2023,11:45:50
GPS1,48.783283,11.476332,1.738822,2430,14-4-2023,11:45:50
GPS3,48.783287,11.476339,2.078355,2700,14-4-2023,11:45:51
GPS2,48.783248,11.476323,2.047489,2700,14-4-2023,11:45:55
GPS1,48.783275,11.476360,1.702811,2700,14-4-2023,11:45:51
GPS3,48.783287,11.476339,2.078355,2700,14-4-2023,11:45:51
GPS2,48.783248,11.476323,2.047489,2700,14-4-2023,11:45:55
GPS1,48.783275,11.476360,1.702811,2700,14-4-2023,11:45:51
GPS3,48.783279,11.476366,2.176100,11490,14-4-2023,11:45:52
GPS2,48.783241,11.476349,2.052633,11490,14-4-2023,11:45:56
GPS1,48.783267,11.476382,1.743967,11490,14-4-2023,11:45:52
GPS3,48.783279,11.476366,2.176100,11490,14-4-2023,11:45:52
GPS2,48.783241,11.476349,2.052633,11490,14-4-2023,11:45:56
GPS1,48.783267,11.476382,1.743967,11490,14-4-2023,11:45:52
GPS3,48.783271,11.476393,2.088644,2595,14-4-2023,11:45:53
GPS2,48.783233,11.476375,1.852000,2595,14-4-2023,11:45:57
GPS1,48.783260,11.476406,1.929166,2595,14-4-2023,11:45:53
GPS3,48.783271,11.476393,2.088644,2595,14-4-2023,11:45:53
GPS2,48.783233,11.476375,1.852000,2595,14-4-2023,11:45:57
GPS1,48.783260,11.476406,1.929166,2595,14-4-2023,11:45:53
GPS3,48.783267,11.476420,2.016622,2580,14-4-2023,11:45:54
GPS2,48.783229,11.476406,2.165811,2580,14-4-2023,11:45:58
GPS1,48.783256,11.476429,1.378711,2580,14-4-2023,11:45:54
GPS3,48.783267,11.476420,2.016622,2580,14-4-2023,11:45:54
GPS2,48.783229,11.476406,2.165811,2580,14-4-2023,11:45:58
GPS1,48.783256,11.476429,1.378711,2580,14-4-2023,11:45:54
GPS2,48.783222,11.476433,1.893155,2700,14-4-2023,11:45:59
GPS3,48.783260,11.476445,1.924022,2700,14-4-2023,11:45:55
GPS1,48.783248,11.476446,0.946578,2700,14-4-2023,11:45:55
GPS2,48.783222,11.476433,1.893155,2700,14-4-2023,11:45:59
GPS3,48.783260,11.476445,1.924022,2700,14-4-2023,11:45:55
GPS1,48.783248,11.476446,0.946578,2700,14-4-2023,11:45:55
GPS1,0.483333,0.516667,0.946578,2700,14-4-2023,11:45:55
GPS3,48.783252,11.476469,1.898300,3585,14-4-2023,11:45:56
GPS2,48.783218,11.476461,1.785122,3585,14-4-2023,11:46:0
GPS1,48.783245,11.476474,1.769689,3585,14-4-2023,11:45:56
GPS3,48.783252,11.476469,1.898300,3585,14-4-2023,11:45:56
GPS2,48.783218,11.476461,1.785122,3585,14-4-2023,11:46:0
GPS1,48.783245,11.476474,1.769689,3585,14-4-2023,11:45:56
GPS3,48.783248,11.476493,1.826278,3960,14-4-2023,11:45:57
GPS2,48.783218,11.476488,1.867433,3960,14-4-2023,11:46:1
GPS1,48.783241,11.476496,1.316978,3960,14-4-2023,11:45:57
GPS3,48.783248,11.476493,1.826278,3960,14-4-2023,11:45:57
GPS2,48.783218,11.476488,1.867433,3960,14-4-2023,11:46:1
GPS1,48.783241,11.476496,1.316978,3960,14-4-2023,11:45:57
GPS2,48.783210,11.476513,1.718244,3840,14-4-2023,11:46:2
GPS3,48.783241,11.476517,1.846856,3840,14-4-2023,11:45:58
GPS1,48.783237,11.476516,0.920855,3840,14-4-2023,11:45:58
GPS2,48.783210,11.476513,1.718244,3840,14-4-2023,11:46:2
GPS3,48.783241,11.476517,1.846856,3840,14-4-2023,11:45:58
GPS1,48.783237,11.476516,0.920855,3840,14-4-2023,11:45:58
GPS2,48.783206,11.476532,1.569055,2595,14-4-2023,11:46:3
GPS3,48.783237,11.476540,1.738822,2595,14-4-2023,11:45:59
GPS1,48.783229,11.476540,1.605067,2595,14-4-2023,11:45:59
GPS2,48.783206,11.476532,1.569055,2595,14-4-2023,11:46:3
GPS3,48.783237,11.476540,1.738822,2595,14-4-2023,11:45:59
GPS1,48.783229,11.476540,1.605067,2595,14-4-2023,11:45:59
GPS3,48.783229,11.476561,1.574200,3135,14-4-2023,11:46:0
GPS2,48.783203,11.476550,1.527900,3135,14-4-2023,11:46:4
GPS1,48.783226,11.476560,1.234667,3135,14-4-2023,11:46:0
GPS3,48.783229,11.476561,1.574200,3135,14-4-2023,11:46:0
GPS2,48.783203,11.476550,1.527900,3135,14-4-2023,11:46:4
GPS1,48.783226,11.476560,1.234667,3135,14-4-2023,11:46:0
GPS3,48.783226,11.476576,0.864267,3315,14-4-2023,11:46:1
GPS2,48.783203,11.476561,0.823111,3315,14-4-2023,11:46:5
GPS1,48.783226,11.476572,0.360111,3315,14-4-2023,11:46:1
GPS3,48.783226,11.476576,0.864267,3315,14-4-2023,11:46:1
GPS2,48.783203,11.476561,0.823111,3315,14-4-2023,11:46:5
